Unguarded Scores average precision,Unguarded Scores precision @ 15,Unguarded Scores reciprocal rank,Guarded Randomization Score (SPAM) average precision,Guarded Randomization Score (SPAM) precision @ 15,Guarded Randomization Score (SPAM) reciprocal rank,Guarded Randomization Score (PURE) average precision,Guarded Randomization Score (PURE) precision @ 15,Guarded Randomization Score (PURE) reciprocal rank,Guarded Probability Scores (SPAM) average precision,Guarded Probability Scores (SPAM) precision @ 15,Guarded Probability Scores (SPAM) reciprocal rank,Guarded Probability Score (PURE) average precision,Guarded Probability Score (PURE) precision @ 15,Guarded Probability Score (PURE) reciprocal rank
0.3354720866515018,0.20716089466089466,0.1111111111111111,0.7774273034439276,0.7958765771265771,0.5,0.3572754939296292,0.4653679653679654,1.0,0.10724073028420855,0,0.047619047619047616,0.9945983379501384,1.0,1.0
0.4448181678707952,0.26610889110889113,0.1,0.6977933979188664,0.6483168346804711,0.3333333333333333,0.5295893719806763,0.6666666666666667,1.0,0.08413702239789196,0,0.045454545454545456,0.9160125141742788,0.9117931671503099,1.0
0.4566804116649318,0.33437435580292724,0.14285714285714285,0.7557509965504217,0.6929325304325303,0.3333333333333333,0.6059782608695652,0.75,1.0,0.15742777150385848,0,0.0625,0.9340707831192261,0.9571162964020107,1.0
0.45773073603333386,0.36753177378177376,0.14285714285714285,0.7784160490352442,0.7697264856355766,0.5,0.39121940861071297,0.4346764346764347,1.0,0.08292929292929292,0,0.045454545454545456,0.986084777160292,1.0,1.0
0.3420819247115687,0.20203754578754576,0.125,0.7527294079699068,0.7719797878888788,0.5,0.37811791383219956,0.43392857142857144,1.0,0.13221406612710962,0,0.05555555555555555,0.9938080495356038,1.0,1.0
0.35929323991344453,0.2736002886002886,0.125,0.6148376809815291,0.5737552570885905,0.5,0.5299512987012988,0.5876623376623377,1.0,0.10489389233954452,0,0.047619047619047616,0.9643174400690286,0.9846415489272633,1.0
0.4115715970413776,0.23017316017316017,0.1,0.8898268837636278,0.9482905982905985,1.0,0.18562728121551653,0.16907166907166907,0.1111111111111111,0.1658503507729514,0,0.058823529411764705,0.9494225616668073,0.9786891679748823,1.0
0.38236811238606805,0.20704365079365078,0.125,0.7052094585585137,0.6855844155844155,0.5,0.4526709401709402,0.4832051282051283,1.0,0.20473134435280252,0,0.0625,0.9705357142857143,0.9952380952380953,1.0
0.3773041607383117,0.270991045991046,0.1111111111111111,0.6590523866435832,0.6558730158730158,0.3333333333333333,0.5055408929305988,0.5875124875124874,1.0,0.15064135140222096,0,0.05,0.9907216297825171,1.0,1.0
0.475978872974515,0.353414442700157,0.2,0.8116405220634734,0.8511644920735829,1.0,0.26746031746031745,0.26726190476190476,0.2,0.12008547008547009,0.10512820512820513,0.07692307692307693,0.8684688032113661,0.9750688705234158,1.0
0.36331813392275514,0.20582542457542458,0.125,0.737321699117046,0.7180597180597181,0.5,0.4095286195286196,0.4848484848484848,1.0,0.10922485726833553,0,0.05555555555555555,0.9438401103811729,0.9650528043385186,1.0
0.5253991070127951,0.39198613886113887,0.2,0.8057936291845633,0.808065776815777,0.5,0.36362637362637357,0.456043956043956,1.0,0.17813894915153497,0,0.0625,0.9963235294117647,1.0,1.0
0.7358102538016197,0.6766301879938244,1.0,0.9483301475167962,0.9786891679748823,1.0,0.11495911495911497,0.09090909090909091,0.09090909090909091,0.17168982977806507,0.15048840048840048,0.08333333333333333,0.839246632996633,0.9328843995510662,1.0
0.3541458959043632,0.18142690642690643,0.09090909090909091,0.7108039371793081,0.6890266299357207,0.3333333333333333,0.513777195027195,0.6243589743589744,1.0,0.12760210803689062,0,0.05,0.9976190476190476,1.0,1.0
0.4751382451780806,0.3272445808160094,0.125,0.740184545360713,0.7254397118033483,0.5,0.44345238095238093,0.47619047619047616,1.0,0.060833333333333336,0,0.041666666666666664,0.9373106449457576,0.9774161735700198,1.0
0.3045150096758658,0.18062678062678064,0.1111111111111111,0.558942955621744,0.5257898351648351,0.3333333333333333,0.6099267529092091,0.6530303030303031,1.0,0.06439393939393939,0,0.045454545454545456,0.9967320261437908,1.0,1.0
0.3906137284462573,0.2232967032967033,0.1,0.7503290849813485,0.7697264856355766,0.5,0.37930026322883464,0.4346764346764347,1.0,0.04,0,0.04,0.8887571601356838,0.8909054620593081,1.0
0.3757525134183138,0.2232967032967033,0.1,0.6128280720833752,0.5805666555666557,0.3333333333333333,0.5587510442773601,0.616931216931217,1.0,0.15187359868709985,0,0.05263157894736842,0.9702914142865124,0.9846415489272633,1.0
0.5274282011071065,0.4277944277944277,0.16666666666666666,0.838659748842387,0.8061698984775909,1.0,0.3232323232323232,0.41666666666666663,0.5,0.06340579710144928,0,0.043478260869565216,0.870022020463197,0.8756476429553353,1.0
0.3959377068905366,0.2571428571428571,0.16666666666666666,0.7876174252285607,0.7655906593406594,0.5,0.38065656565656564,0.4983164983164983,1.0,0.10588203463203463,0,0.047619047619047616,0.9789514294996751,1.0,1.0
